,label,product_ids,numbers,invoice_ids,nouns,verbs,adjectives,conjunctions,small_blocks,med_blocks,large_blocks,total_words
68,email,0.0,7.90553286164,0.0,193.242232245,24.5774929945,34.5600836321,0.93666337895,5.98638461596,6.7531028465,7.31519015352,259.117511756
69,invoice,0.0,5.48129513261,0.0,49.3532203766,8.71579912104,6.98481213805,0.0,13.8430444439,3.82724600937,2.69665677678,52.0731862207
70,email,0.0,1.97284056668,0.0,67.8104384297,18.7939656404,45.6118762705,0.0,0.886858484741,5.44421471394,9.71785284809,104.087603659
71,invoice,0.0,16.3036826423,0.0,34.2094543083,8.49269676038,8.43866757741,0.0,13.6665577298,5.4224408616,1.90225767756,65.9717120109
72,invoice,0.0,9.06219835544,0.0,46.8917812679,5.92458648278,5.65053487273,0.0,20.4556137116,6.02313587914,3.19109741851,89.7091394591
73,email,0.0,2.18127432312,0.0,73.5753209437,11.8273826447,40.1115254551,0.0,1.07481645103,2.96189231845,12.9652550399,129.614302809
74,email,0.0,7.6214895746,0.0,49.8904989263,13.4901055772,12.5865423056,0.0,0.0,2.18719998769,6.71006665813,63.057854898
75,invoice,0.0,11.9520322024,0.0,27.0627383226,2.46631559658,6.374271466,0.0,16.5890232078,2.78732611754,3.98170763211,76.6539997752
76,invoice,0.0,17.1112073267,0.0,30.6594098751,3.55663976037,7.86807087227,0.0,12.4497473848,6.32619405094,2.19516622797,54.974269536
77,invoice,0.0,12.3603848067,0.0,25.0293185612,2.43268198111,11.9592656141,0.0,25.1506236454,6.86474728801,2.7981206858,55.2598582886
78,invoice,0.0,9.3073590308,0.0,19.8939394801,2.23271622906,6.42785776083,0.0,9.04118750636,3.44893602273,3.99559043403,34.3845653878
79,invoice,0,12,0,26,2,9,0,14,5,4,50
80,invoice,0.0,25.4415449041,0.0,39.9658346395,11.9486913919,13.0225521512,0.0,36.5646666555,11.6778434582,5.92658181013,126.848281546
81,invoice,0.0,7.0774340796,0.0,46.6979331366,4.43877766189,12.230507721,0.0,17.8902584597,7.5130558544,3.02863592522,42.4220193686
82,invoice,0.0,13.6858887813,0.0,39.4184981274,12.5543932792,17.9373410603,0.0,26.5244650866,8.3045345362,4.88255801098,88.2515515557
83,invoice,0.0,14.7006831854,0.0,33.8127148248,2.31218979546,12.5090371144,0.0,18.1285515879,5.81367246386,3.15176410907,46.3384940358
84,email,0.0,9.01670993051,0.0,134.933828603,25.406585331,37.601295586,1.27298657784,6.05311671706,6.33022955976,5.11183717966,181.358735219
85,invoice,0.0,8.59042793585,0.0,51.8378300871,3.27888967368,7.65107860282,0.0,19.8153534661,5.69531538156,3.08825859242,87.5795824157
86,invoice,0.0,10.1860542526,0.0,18.0409452325,7.80300726781,10.3155897682,0.0,14.6551832807,16.6449906896,1.91421238511,46.8901397459
87,email,0.0,1.45218306479,0.0,95.2245541286,13.9897079375,30.7006146303,0.0,1.0101803889,4.37548349703,14.5379048338,100.245050745
88,email,0.0,7.26013955868,0.0,134.701427251,33.6712862253,38.6974291798,0.573370263909,4.65389893828,6.34753689238,4.2178880939,229.470297861
89,email,0.0,5.72974207103,0.0,43.3424743626,13.2079125864,13.6110364571,0.0,0.0,2.11979763761,4.90458351831,63.2505252031
90,email,0.0,5.31315100029,0.0,56.5871341997,12.3352112366,14.1693059647,0.0,0.0,3.73675286284,6.44524972684,58.0956378277
91,invoice,0.0,10.9578422692,0.0,24.783821643,1.95369951188,4.96707161922,0.0,18.3530259103,3.03818857729,3.15375058359,80.9608784669
92,email,0.0,4.86788602871,0.0,46.6560435841,13.4051982519,9.51981397507,0.0,0.0,3.23939900005,6.09274829159,84.1606043812
93,invoice,0.0,18.5097266536,0.0,34.331168045,3.50756050518,13.9173353886,0.0,13.3067835316,5.63183895257,4.25038775636,92.1227331309
94,invoice,0.0,9.13762769387,0.0,18.9632794475,5.64704602392,6.41655013971,0.0,12.7802237706,13.0674415372,1.80002269618,46.413602013
95,invoice,0.0,13.4295440008,0.0,31.4380431403,4.98779167783,7.97047454753,0.0,12.8545504817,14.1490647004,2.00992136199,42.8298651857
96,email,0.0,6.77513580641,0.0,176.750692316,22.8372751177,31.2639361576,0.847611471567,4.22611511426,5.85579049671,8.92988600308,187.211236075
97,invoice,0.0,11.1760924183,0.0,20.0313039364,1.28049868954,5.71078388593,0.0,14.7753388013,6.59674463059,6.11733564788,64.6459825985
98,invoice,0.0,10.8139398981,0.0,33.3381315731,1.96160427762,7.67231435823,0.0,10.688686837,4.54061829076,3.41810677253,47.3100552861
99,invoice,0.0,22.4461030852,0.0,42.0419078804,2.96894465132,9.2750035252,0.0,15.458210215,5.48315135012,4.43054052098,105.611260457
100,invoice,0.0,8.56568084919,0.0,30.7781400859,4.3318270589,5.65495985378,0.0,19.5795502256,6.10011414661,5.47909428102,59.3527015371
101,email,0.0,1.75522388423,0.0,139.873320319,11.0931084097,36.176656059,0.0,0.567347931081,4.57250738066,16.0010156085,89.7531674744
102,invoice,0.0,17.1623013287,0.0,32.5543309149,2.52740429391,10.6303806895,0.0,28.7058432208,5.02035073016,3.62434120482,49.9734332464
103,email,0.0,9.71716778706,0.0,185.577435708,26.2426055918,38.988916215,1.43060908406,4.88303088331,5.08876613939,9.42266676797,168.738345135
104,invoice,0.0,21.9109486994,0.0,40.9859953786,4.54025711699,7.51505886102,0.0,15.9668185083,8.23031153537,2.56063160508,55.7897398412
105,invoice,0.0,12.2134669146,0.0,14.6311872086,4.87042490714,8.61904180401,0.0,13.5814912908,13.2588302809,1.17547263383,41.0395590151
106,email,0.0,5.67110227763,0.0,40.2764621269,14.0225888591,12.1987314948,0.0,0.0,2.18355962253,7.18918074084,55.4219452936
107,invoice,0.0,13.4447470044,0.0,30.2703177658,5.66282902459,6.99350732455,0.0,17.751965326,11.3817120766,1.25785180915,35.8020331381
108,email,0.0,1.0996656983,0.0,68.7442690045,15.9415222798,41.9235642215,0.0,0.77708050526,3.6117419394,12.013912061,254.743361262
109,email,0.0,6.39171127714,0.0,165.453816117,19.8308840417,24.0424293152,0.719612143141,8.71204036079,4.09008533951,4.84543324323,186.806556056
110,invoice,0.0,7.67493735713,0.0,17.0688607634,3.67353745165,7.15011164005,0.0,14.5208583269,13.9407342166,2.0702304614,49.5011167636
111,invoice,0.0,16.9424113703,0.0,33.5255986415,9.38489314257,13.8908819531,0.0,25.4946662426,9.8273009662,5.15914370062,147.613022292
112,email,0.0,1.51740696369,0.0,64.5197758534,8.00031015595,49.6595068032,0.0,1.59491661756,3.18962690079,10.2688648544,131.501347929
113,email,0.0,5.66638713152,0.0,167.868731489,26.2296504127,44.1043285895,0.732305796546,6.52362691087,6.44572550458,5.82763924348,180.617933939
114,invoice,0.0,7.77975508587,0.0,54.3251604254,5.374415815,6.80282753107,0.0,21.5436918686,6.47395591293,5.25296584435,62.5420462036
115,email,0.0,4.97105827435,0.0,34.9792070162,16.0020998734,10.8989904738,0.0,0.0,2.68227038421,4.67651155522,87.9963002525
116,email,0.0,1.35204195259,0.0,66.5254342291,12.2065535792,31.8783362492,0.0,1.34406011696,3.16708328759,9.61465591966,130.136133936
117,email,0.0,4.97214422986,0.0,39.5103928498,12.5610425308,14.0294917563,0.0,0.0,2.42678928411,7.04399265712,58.7195741132
118,email,0.0,5.92047600523,0.0,141.694714134,28.285100574,46.2370178336,1.31407303577,4.15684454556,5.45813446896,6.69769932139,251.424708625
119,invoice,0.0,12.8731311137,0.0,32.2315955549,1.52696914338,10.294176865,0.0,16.9255902991,5.3914050951,4.93425990033,61.2289956016
120,invoice,0.0,8.80574246143,0.0,20.7479537533,6.77766725532,7.6998880825,0.0,10.776925296,14.9854582274,2.30057448249,65.6795254614
121,invoice,0.0,18.2399754661,0.0,57.4870522308,13.2324269739,10.8117266325,0.0,29.8678921547,7.18276816055,5.13648634237,81.7769747985
122,email,0.0,9.69662281071,0.0,80.756774957,6.43638068119,7.92038907868,0.0,0.0,4.95156986426,8.29251107359,105.425477054
123,invoice,0.0,16.8417424527,0.0,27.6183967952,4.4643575618,5.441616758,0.0,10.8627615991,16.2065300574,1.25451003892,38.7561072586
124,invoice,0.0,8.94489253777,0.0,43.6156740533,4.319728122,9.40346218224,0.0,20.0410730359,3.89340436186,5.1023036207,78.6301451599
125,email,0.0,6.5115988214,0.0,154.516721676,31.2228454134,35.3634176482,0.727540515837,8.14975284995,8.33407260476,4.58934561005,143.249421066
126,invoice,0.0,20.4805906368,0.0,47.8393048653,16.2382419659,8.45094512247,0.0,24.7594275751,6.78250128611,4.51352649268,72.0826124673
127,invoice,0.0,6.24583942358,0.0,29.7179721998,9.69912353288,4.51281496331,0.0,10.6714091829,5.64734642802,2.72450206892,67.4875092759
128,email,0.0,1.23365609377,0.0,102.516067934,14.2139063811,32.7024402706,0.0,1.00905484437,3.56365792274,12.458401496,186.206683237
129,email,0.0,11.1691562495,0.0,47.6586892616,6.44825633849,12.7863386874,0.0,0.0,2.88713850697,5.12187297762,95.5977771597
130,invoice,0.0,14.5799907087,0.0,13.4281444608,9.59029505695,9.56801049164,0.0,12.8532369408,9.30930088154,2.05187419641,67.9016243004
131,email,0.0,8.83857756135,0.0,91.6154512152,6.34073476375,8.91358745264,0.0,0.0,5.94869498835,5.40456650809,89.0403666273
132,email,0.0,1.45402045403,0.0,82.9171175007,12.9266636513,49.1676664083,0.0,0.80289721337,4.20174875966,11.4949097568,233.202489613
133,invoice,0.0,6.0342837033,0.0,35.2935506297,5.53673569636,5.5227799357,0.0,10.0306174186,7.02450342868,4.84626996611,53.4318464713
134,invoice,0.0,9.44251612611,0.0,37.6008999952,7.67527716195,5.34535657033,0.0,24.3135352912,6.89354016394,5.35644647284,75.7932462309
135,invoice,0.0,12.5762935177,0.0,19.8519712597,4.80839456908,6.12622178546,0.0,17.2872495784,12.1920081156,1.30255123965,44.8483662841
136,invoice,0.0,28.1112304275,0.0,34.2468023732,9.02955898654,21.1121890003,0.0,17.5415559125,9.25453217378,3.86669351278,110.638570785
137,email,0.0,5.37383913528,0.0,166.496812064,28.7053712252,54.0136933365,1.42291614103,6.39421415773,7.95922882453,8.50075670029,280.487618297
138,email,0.0,9.01343090473,0.0,69.7592340068,15.5476174206,12.1304009004,0.0,5.80921212464,7.81220708778,9.40783981461,85.2016417164
139,email,0.0,7.25633395432,0.0,70.7092424552,18.3107229526,16.7090976831,0.0,3.63954706935,5.54700552733,12.0665482219,121.263254486
140,invoice,0.0,10.2193306437,0.0,18.7743586336,1.23825666905,11.3961635723,0.0,13.8850956648,4.55820845417,2.66880404766,72.8233769549
141,invoice,0.0,14.4606474504,0.0,27.7640861341,1.90356625396,10.1025299224,0.0,11.0194977781,3.86355775767,3.17401403241,43.5430977411
142,email,0.0,5.3361666172,0.0,41.1319662317,10.4903140712,12.9898145663,0.0,0.0,2.22691351122,6.51546305055,109.837871684
143,invoice,0.0,14.7041301482,0.0,38.8379000408,11.3215762597,13.365235749,0.0,24.7377041024,4.93543232632,6.16087179821,75.0683459945
144,invoice,0.0,7.87902552125,0.0,28.9810358365,8.97198625227,9.37478873505,0.0,15.5915106914,5.09233425672,4.92315494103,72.2658752342
145,invoice,0.0,9.28500506568,0.0,12.3210443155,5.6860173114,10.267921261,0.0,12.9944502314,15.3864165421,2.06239753555,58.1038856447
146,invoice,0,14,0,36,4,10,0,21,8,3,64
147,invoice,0.0,8.01132073576,0.0,32.2628868332,6.11527319796,11.3648048258,0.0,14.8761539786,5.05757731645,3.74210714296,55.3748943407
148,invoice,0.0,12.5617336172,0.0,24.3840565194,6.64504115378,6.49411814154,0.0,16.1400151961,12.5894283162,2.27892072349,53.6376804014
149,invoice,0.0,21.8282434128,0.0,26.3872669375,4.19439339355,6.69576214602,0.0,13.4780085859,10.9351314533,1.31992659058,45.1312832901
150,email,0.0,1.46678490855,0.0,90.3470945846,11.0439122235,37.6515491049,0.0,1.09543826291,4.639402452,10.2279826972,144.110923907
151,email,0.0,11.1780287624,0.0,44.0608393637,5.98557968783,15.7802083024,0.0,0.0,3.45303721398,7.46968938602,85.3203347658
152,invoice,0.0,17.9019386767,0.0,29.0016077787,2.85386511407,10.5370641577,0.0,21.9846411345,9.09079426,3.18426876796,67.3161495032
153,email,0.0,2.41491610217,0.0,74.3349954865,10.2414651919,41.5342051882,0.0,0.887535492683,3.79127518215,10.3220160198,102.674674322
154,invoice,0.0,9.68486061722,0.0,42.5683277339,1.92380116831,9.07207658623,0.0,12.5885303266,4.92229793477,3.14549254328,33.4088822404
155,invoice,0.0,17.2070413212,0.0,36.0273815334,3.25939493343,11.2434377859,0.0,19.1686886427,9.90746186795,2.25151482338,59.7178152153
156,invoice,0.0,18.8247103238,0.0,61.8850613814,11.9085915459,22.1432427785,0.0,17.2275701364,6.41127700596,5.98637878671,116.482455733
157,invoice,0.0,8.11174182614,0.0,37.7690068915,7.29067437626,6.67888623039,0.0,13.5126654383,8.80957222805,2.29656931052,43.6656593403
158,email,0.0,6.93231995789,0.0,44.3768815727,13.2049472353,10.3915954733,0.0,0.0,3.27505001952,2.59275097937,155.50279994
159,invoice,0.0,6.78633966564,0.0,26.2255635968,1.44743327963,13.9611685702,0.0,9.07255382445,3.94731218164,4.19916292782,48.4537632655
160,invoice,0.0,16.7468637779,0.0,38.8486003793,8.31252399926,17.7159569371,0.0,28.4230681145,6.13613246614,4.71628163896,99.2160316749
161,email,0.0,7.22378309872,0.0,37.9718223029,9.48561394572,14.3221101513,0.0,0.0,2.87033247549,5.71375881816,71.3901302022
162,email,0.0,1.19325198777,0.0,125.902567983,13.4642510928,19.6840431231,0.0,0.901400661915,3.92265666552,16.6072336087,118.784409241
163,email,0.0,1.63399621786,0.0,57.6423034836,18.4215878504,44.1565947754,0.0,0.620089216193,3.86102671969,9.05584011499,94.3255062728
164,invoice,0.0,16.3267724533,0.0,16.7347646855,5.07594449879,6.09257660036,0.0,12.6169550317,14.407464278,2.49171162687,58.283645758
165,invoice,0.0,20.7577660333,0.0,15.3086308491,7.29601394027,3.95068121274,0.0,20.2951504928,11.1335280426,1.72088295399,27.0529522806
166,invoice,0.0,11.836536717,0.0,13.246232797,4.60694362159,7.71734322055,0.0,13.9316158812,17.4867319542,2.58472747997,52.6011289555
167,invoice,0.0,12.3992017404,0.0,13.0644106127,5.95653427886,9.57817820379,0.0,12.7777542491,18.491444516,1.11232669012,55.0894089756
168,invoice,0.0,4.88381015925,0.0,49.5121470209,7.94486193048,12.145867545,0.0,15.4232382676,5.59863706167,3.34542978657,52.6669163422
169,invoice,0.0,5.45145639176,0.0,44.4451314842,4.37903685132,12.4245279302,0.0,13.077497291,9.33829115321,5.63327667276,49.547075222
170,invoice,0.0,24.3038103793,0.0,34.2883115266,2.02187954847,11.7361606714,0.0,27.2376744121,6.15376224009,3.63018958883,74.0504271913
171,invoice,0.0,19.8487601708,0.0,39.4205839494,15.0642687142,10.5178638481,0.0,37.2138333246,8.70063885189,2.53956210386,61.0166081684
172,invoice,0.0,14.4926485819,0.0,29.8151686532,6.32327183972,21.7878311894,0.0,15.4326026329,9.76785248377,6.87685203143,84.2939705566
173,invoice,0.0,20.431544743,0.0,64.3481801702,12.6181634978,14.1066321511,0.0,20.9388476281,7.53669784821,5.91900912695,71.8507789602
174,invoice,0.0,23.6072592069,0.0,64.2807523981,15.4690862103,13.9381029578,0.0,17.76569691,7.86596964912,5.47445423351,80.8907215537
175,email,0.0,2.78334760531,0.0,65.2506748167,12.0730645927,31.424695946,0.0,0.590288516464,4.88324004434,12.7697750065,130.229325322
176,email,0.0,3.82721636592,0.0,40.5050097647,13.7629472147,9.84632044104,0.0,0.0,2.77880996232,4.26796984025,73.0477452057
177,invoice,0.0,9.97369091725,0.0,18.4970879887,2.31125154202,8.19468400172,0.0,11.6516810048,4.55897602678,2.66916493733,52.069563346
178,invoice,0.0,11.7947388555,0.0,40.932912568,1.74204167769,11.0919642605,0.0,13.5928902491,7.01603595805,2.42697858794,48.064861926
179,invoice,0.0,6.83802940703,0.0,30.3157162508,5.60045501612,7.67044342902,0.0,14.3107834063,8.68997918603,3.65116147686,59.5156356729
180,invoice,0.0,11.0920752326,0.0,17.4956973889,6.22358228613,9.55275006312,0.0,8.30256424947,14.5240929397,1.62004404649,45.5881511593
181,email,0.0,1.66737166854,0.0,92.4682655291,12.7363282223,46.4682339614,0.0,0.790992607735,5.68172788301,13.0890766811,148.538144669
182,invoice,0.0,14.6546978297,0.0,27.6866164307,1.51553567101,7.65512429139,0.0,13.813182826,5.17143732347,4.80597040602,54.3315940958
183,email,0.0,9.07750530656,0.0,44.3270909408,14.1498558697,11.953121597,0.0,0.0,2.11788324234,4.2014477693,107.251980389
184,invoice,0.0,8.91744850829,0.0,34.0782300824,5.4786474311,9.41102180187,0.0,14.4417176257,4.72666779871,3.86825143377,52.4548843067
185,invoice,0.0,20.9174285133,0.0,30.0583731138,2.89343110501,11.3366609716,0.0,24.769559099,10.4523731608,3.1383697368,85.7340142874
186,invoice,0.0,13.7153401514,0.0,31.2549913676,6.64137295942,6.16305592952,0.0,13.2215602317,12.0607936806,1.86588021351,27.3703438134
187,invoice,0.0,13.0830382364,0.0,13.8725108129,6.47600865958,5.03075808803,0.0,13.3023859303,9.6553873976,1.88043993383,50.1986771317
188,invoice,0.0,20.9418969235,0.0,20.3272015984,5.25034664602,6.90219634629,0.0,15.7749119735,10.4911511709,1.80404771277,38.82923354
189,invoice,0.0,20.983399649,0.0,28.3093719427,3.24705357614,10.5696157374,0.0,20.3318713503,6.37609608894,3.21190100899,44.7446226776
190,email,0.0,1.49585655417,0.0,87.0257813594,12.3642284395,40.7133020639,0.0,0.557373524955,3.73487383381,9.01179752118,243.363996998
191,invoice,0.0,16.9541633334,0.0,32.3374828264,7.85414682301,16.4182509403,0.0,33.1325008426,9.14317041681,6.69442167559,99.7333178807
192,invoice,0.0,18.3554304099,0.0,28.5558752404,6.31338502057,8.08170371938,0.0,15.9576333284,15.8416025209,1.21261089735,37.2514585504
